FIPS,MSAID,MSANAME,ST,ALLCOMPLEV,EDCOMPLEV,HECOMPLEV,NBCOMPLEV,ALLCOMP,EDCOMP,HECOMP,NBCOMP,ED1Z,ED2Z,ED3Z,ED4Z,ED5Z,ED6Z,ED7Z,ED8Z,HE3Z,HE4Z,HE5Z,HE6Z,HE7Z,HE8Z,NB1Z,NB2Z,NB3Z,NB4Z,NB5Z,OL1,OL2,OL3,OL4,OL5,OL6,OL7
26099250700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,High,0.321533,0.033664,0.683335,0.2476,-0.1788,0.23144,0.38195,0.58813,0.72574,-0.34857,-0.27576,-0.85482,2.66355,0.71274,0.18481,-0.05215,0.73193,-0.14087,0.82301,0.75662,0.00196,0.06483,-0.40842,534,22,467,17,2,4,22
26099250800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,Moderate,Very High,Very High,0.416535,-0.025607,0.810912,0.4643,-0.18335,0.23144,0.38195,0.58813,-0.49823,-0.34857,-0.27576,-0.10047,2.66355,0.30365,0.18481,0.57994,0.62594,0.50758,0.24073,0.69104,0.90177,0.59673,-0.10877,543,18,473,18,5,5,24
26099250900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,High,0.312646,-0.078361,0.674182,0.342118,-0.13843,0.51692,0.32027,-0.23541,-2.00183,0.91064,-0.27576,0.27671,1.44656,0.39295,0.18481,0.28626,0.76827,0.96624,-0.16751,0.91228,0.63283,0.43692,-0.10393,530,13,455,24,3,5,30
26099251000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,Low,0.279581,0.185866,0.775167,-0.12229,0.15232,0.55958,0.32027,-0.23541,1.28729,0.91064,-0.27576,-1.232,2.66355,0.84544,0.18481,0.52778,0.47539,-0.04597,0.20989,-0.38936,-0.18404,0.1104,-0.35834,312,10,284,4,4,1,9
26099251100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Very High,Very High,0.449615,0.290336,0.581052,0.477456,0.98808,0.55958,0.32027,-0.23541,1.28729,0.91064,-0.27576,-1.232,0.83807,0.99488,0.18481,0.65751,0.65141,0.15963,0.82341,0.85938,0.36164,0.7317,-0.38885,350,10,312,15,0,0,13
26099251200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,High,High,0.22793,-0.005034,0.262433,0.42639,0.25521,0.60947,0.23194,-0.21943,-0.69752,0.91064,-0.27576,-0.85482,-0.9874,1.07266,0.18481,0.05854,0.46954,0.77645,0.71818,0.75766,0.2344,0.77465,-0.35294,563,16,489,28,1,8,21
26099251300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Very High,Very High,0.43465,0.277907,0.525272,0.50077,0.59516,0.61174,0.32027,-0.23541,-0.35727,0.91064,-0.27576,0.65389,0.22958,0.6763,0.18481,-0.30181,0.85877,1.50398,0.14535,0.91931,0.66853,0.93397,-0.16331,449,9,415,11,2,0,12
26099251400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,High,0.288648,0.103795,0.398465,0.363684,-0.54376,0.31893,0.31108,-0.42361,-0.49823,0.91064,-0.27576,1.03107,-0.9874,0.45341,0.18481,0.01338,0.87467,1.85192,0.01166,0.46254,0.42257,0.93397,-0.01232,633,22,562,22,1,5,21
26099251500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,Very High,0.346828,0.204474,0.369123,0.466888,0.04106,0.44894,0.23194,-0.21943,0.59887,0.91064,-0.27576,-0.10047,-0.9874,0.74674,0.18481,0.29099,0.69704,1.28256,0.29582,0.81828,0.57447,0.69006,-0.04419,343,11,286,20,0,5,21
26099251600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,Very High,0.313763,0.081121,0.384747,0.475422,-0.07978,0.44894,0.23194,-0.21943,0.48724,0.91064,-0.27576,-0.85482,-0.9874,1.24157,0.18481,0.50868,0.616,0.74482,0.63293,0.54597,0.90459,0.6453,-0.35168,551,10,475,31,5,3,27
26099251700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.301861,0.259114,0.31185,0.33462,0.37518,0.00836,-0.29463,-0.17234,-0.05272,1.07657,-0.27576,1.40825,-0.9874,1.14826,0.18481,-0.28144,0.22381,1.58306,0.40971,0.00379,0.54596,0.93397,-0.22033,562,23,434,73,2,5,25
26099251800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,Moderate,0.35438,0.26122,0.574215,0.227706,0.15709,-0.18307,-0.29463,-0.17234,0.37365,1.07657,-0.27576,1.40825,-0.46584,0.79321,0.18481,0.5615,0.45642,1.91519,0.07704,0.19579,0.27904,0.60173,-0.01507,847,40,541,182,0,26,58
26099251900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,Moderate,0.327044,0.37927,0.431673,0.170188,0.75078,0.00836,-0.29463,-0.17234,1.28729,1.07657,-0.27576,0.65389,-0.6555,1.12617,0.18481,0.10835,0.57529,1.25092,-0.34913,0.46794,0.43673,0.4847,-0.1893,575,11,482,42,2,0,38
26099252000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Moderate,0.211898,0.325693,0.285162,0.02484,0.44671,0.00836,-0.29463,-0.17234,0.78556,1.07657,-0.27576,1.03107,-0.9874,1.51381,0.18481,0.19616,0.31183,0.49176,0.24345,0.21901,0.11071,-0.07517,-0.3738,498,16,405,39,7,4,27
26099252100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,High,Moderate,0.155751,0.054323,0.262448,0.150482,0.29568,0.00836,-0.29463,-0.17234,-1.23437,1.07657,-0.27576,1.03107,-0.9874,1.42142,0.18481,-0.25565,0.59322,0.61829,-0.53516,0.47788,0.84341,0.30351,-0.33723,461,14,360,61,5,5,16
26099252200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,Very High,0.329055,0.152389,0.356478,0.478298,1.26672,0.00836,-0.29463,-0.17234,0.46501,1.07657,-0.27576,-0.85482,-0.9874,1.88736,0.18481,0.92266,-0.04401,0.17545,0.85825,0.55344,0.74011,0.77465,-0.53496,326,5,278,32,0,5,6
26099254000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,High,0.138453,-0.041432,0.023733,0.433058,-0.16672,0.27823,0.63186,0.41991,-2.00183,0.88332,-0.27576,-0.10047,0.22958,-1.04296,0.18335,0.06835,0.60771,0.09637,0.36029,0.69265,0.36611,0.49022,0.25602,396,20,347,11,1,0,17
26099254100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,Very High,0.32431,0.221209,0.156158,0.595564,0.34103,0.34113,0.81708,0.76496,-1.00162,0.88332,-0.27576,-0.10047,0.83807,-0.67752,0.18327,-0.07246,0.50596,0.15963,0.49588,0.69679,0.87213,0.59577,0.31725,775,28,650,47,4,9,37
26099254200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.317422,0.517145,0.193128,0.241994,0.06616,0.17965,0.72922,0.68131,0.46501,0.88332,-0.27576,1.40825,-0.07466,-0.58099,0.18303,0.77563,0.85429,0.00147,0.58749,0.359,0.10335,-0.20032,0.36045,992,41,813,52,2,30,54
26099254500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Moderate,Moderate,0.227715,0.446757,0.033055,0.203332,-0.23976,0.1251,0.84186,0.70087,0.88454,0.88332,-0.27576,0.65389,-0.07466,-0.94563,0.18307,0.44146,0.76659,-0.1725,0.45908,0.41395,-0.00265,-0.09217,0.23845,939,26,791,61,6,16,39
26099255000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Moderate,-0.062864,-0.487901,0.20735,0.09196,-0.6462,-0.75554,-0.73968,-0.83132,-0.30422,0.50433,-0.27576,-0.85482,0.41681,-0.50816,0.18359,0.40603,0.41222,0.33361,0.32167,0.18021,0.09305,-0.12463,-0.0105,908,32,540,265,2,11,58
26099255100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,Moderate,0.057905,-0.322349,0.284607,0.211458,-0.91329,-0.75554,-0.73968,-0.83132,1.28729,0.50433,-0.27576,-0.85482,0.67212,-0.08084,0.18476,-0.07383,0.59275,0.41268,-0.08415,0.5107,0.17981,0.4933,-0.04237,727,15,597,63,3,9,40
26099255200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,Moderate,0.040176,0.136778,-0.057098,0.040848,-0.62294,0.20081,0.84186,0.70087,-0.53347,0.88332,-0.27576,-0.10047,-0.46584,-0.48821,0.18433,0.27887,-0.02719,0.17545,0.65411,-0.39709,-0.00089,-0.24664,0.19475,808,24,410,326,1,10,37
26099255300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Low,-0.218864,-0.536511,0.020245,-0.140326,-0.99576,-0.63257,-0.43065,-0.86282,-1.49839,0.50433,-0.27576,-0.10047,-0.9874,-0.64833,0.18453,0.92281,0.47441,0.17545,0.15633,0.34297,-0.31661,-1.15007,0.26575,838,20,536,220,7,14,41
26099255400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Moderate,Moderate,0.184656,0.359333,-0.036397,0.231032,-0.79476,0.17965,0.8022,0.43882,0.61012,0.88332,-0.27576,1.03107,-0.9874,-1.0848,0.18441,0.69756,0.84385,0.128,-0.67251,0.61392,0.32689,0.48764,0.39922,652,26,554,30,0,8,34
26099255500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,Moderate,-0.150843,-0.5171,-0.084513,0.149084,-0.59504,-0.59125,-0.43065,-0.86282,-1.40796,0.50433,-0.27576,-0.47765,-0.9874,-1.01239,0.18461,0.49949,0.79132,0.01729,-0.32539,0.776,-0.54416,0.38316,0.45581,365,8,293,28,1,10,25
26099255600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Moderate,Moderate,-0.048044,-0.202627,0.010637,0.04786,-0.47239,-0.63257,-0.43065,-0.86282,0.27213,0.50433,-0.27576,0.27671,-0.37891,-0.54164,0.18464,0.23482,0.40528,0.15963,-1.08487,0.0668,0.23563,0.7362,0.28554,776,26,624,67,0,16,43
26099255700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Very Low,High,Low,-0.179597,-0.722795,0.197067,-0.013062,-1.15409,-0.55407,-0.85766,-0.95057,-1.63972,0.50433,-0.27576,-0.85482,-0.37891,-0.14917,0.18473,0.58738,0.41497,0.5234,-0.36113,-0.01955,0.24073,-0.03739,0.11203,430,11,344,42,1,9,23
26099255800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Very High,Low,0.024089,-0.142654,0.497887,-0.282966,-0.77653,-0.71398,-0.55089,-0.51522,1.28729,0.50433,-0.27576,-0.10047,0.83807,-0.09709,0.18472,0.62037,0.22196,1.21929,-0.95569,-0.16347,0.05283,-0.50728,0.15878,663,21,509,65,2,10,56
26099255900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Low,-0.180531,-0.509269,0.192147,-0.224472,-0.6046,-0.7465,-0.15341,-0.68419,-1.63637,0.50433,-0.27576,-0.47765,0.83807,-0.481,0.18469,0.14514,0.2589,0.20708,-0.43173,-0.37873,-0.22943,-0.42351,0.34104,443,16,347,39,2,2,37
26099256000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Moderate,-0.074632,-0.400436,0.044822,0.131718,-0.11922,-0.7465,-0.36786,-0.98639,-0.35727,0.50433,-0.27576,-0.85482,-0.9874,-0.83538,0.1839,0.73593,0.60104,0.57084,-0.0711,0.19576,-0.36228,0.40232,0.49389,437,10,342,53,0,11,21
26099256100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Low,-0.17877,-0.366874,-0.049132,-0.120304,-0.82617,-0.97211,-0.45922,-0.81378,0.00819,0.50433,-0.27576,-0.10047,-0.9874,-0.63052,0.18006,0.37415,0.18226,0.58666,-1.3508,0.51187,-0.62834,0.36412,0.50163,639,10,522,45,8,5,49
26099256200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,Moderate,-0.009473,-0.388406,0.284628,0.07536,-0.95776,-0.82458,-0.36786,-0.98639,-0.47594,0.50433,-0.27576,0.27671,1.20317,-0.41425,0.18471,0.33098,0.32261,0.08055,-0.37066,-0.38098,-0.11995,0.8459,0.40249,434,21,329,61,1,0,22
26099256300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Very High,Low,0.013735,-0.150463,0.55216,-0.360494,0.22564,-0.71398,-0.55089,-0.51522,0.977,0.50433,-0.27576,-0.85482,1.75081,-0.14664,0.18478,0.56592,0.41888,0.53921,0.13198,-0.24084,-1.07425,-0.90315,0.28379,514,22,320,134,2,5,31
26099256400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Low,-0.123916,-0.254541,0.252588,-0.369794,-0.5401,-0.71398,-0.55089,-0.51522,1.28729,0.50433,-0.27576,-1.232,-0.9874,0.11862,0.18481,0.77952,0.27977,1.14021,-0.867,-0.27355,-0.60699,-0.23557,0.13414,357,7,280,44,0,6,20
26099256500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,High,0.096592,-0.309528,0.314028,0.285274,-0.43863,-0.71398,-0.55089,-0.51522,-0.00842,0.50433,-0.27576,-0.47765,-0.9874,0.31171,0.18481,0.49739,0.67418,1.20348,-0.16227,0.37853,0.46303,0.61023,0.13685,353,10,276,41,2,8,16
26099256600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Very High,Low,0.046059,-0.243196,0.371877,0.009496,-1.20369,-0.71398,-0.55089,-0.51522,1.28729,0.50433,-0.27576,-0.47765,0.22958,0.00315,0.18481,0.46341,0.43152,0.91879,0.3117,-0.16001,-0.49334,0.09081,0.29832,696,16,416,193,3,29,39
26099256700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,Moderate,-0.040857,-0.365631,0.202302,0.040758,-0.80804,-0.97211,-0.45922,-0.81378,0,0.50433,-0.27576,-0.10047,0.22958,-0.30431,0.18203,0.40516,0.38356,0.31779,-1.046,0.77328,0.56306,-0.52849,0.44194,415,21,292,69,3,6,24
26099256800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,Moderate,-0.106875,-0.437974,-0.087877,0.205224,-0.8579,-0.97211,-0.45922,-0.81378,-0.1517,0.50433,-0.27576,-0.47765,-0.9874,-0.40403,0.17962,0.2694,0.38205,0.0331,-0.92915,0.69871,0.49812,0.27223,0.48621,423,8,340,40,0,3,32
26099258000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Very High,Moderate,0.173617,-0.220523,0.504187,0.237188,-0.22626,-0.77064,-0.85138,-1.0552,1.28729,-0.52612,-0.27576,0.65389,-0.9874,0.54719,0.18481,0.66,0.7686,1.85192,-0.45296,0.8514,0.33803,0.31481,0.13466,582,12,313,219,0,8,30
26099258100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Low,-0.167606,-0.395304,0.255955,-0.36347,-0.24132,-0.77064,-0.85138,-1.0552,-0.47308,-0.52612,-0.27576,1.03107,-0.9874,0.14891,0.18407,0.92341,0.28469,0.98205,-0.54228,0.14282,-0.56813,-1.16537,0.31561,956,21,586,286,0,14,49
26099258200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Very Low,Moderate,Low,-0.342024,-0.689826,-0.046773,-0.289472,-0.66565,-0.64563,-0.85138,-1.0552,-1.02122,-0.52612,-0.27576,-0.47765,-0.9874,-0.40029,0.17173,-0.07557,0.42423,0.58666,-0.83619,0.03862,-0.64518,-0.43293,0.42832,732,34,420,189,9,34,46
26099258300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,Moderate,-0.029197,-0.380739,0.235362,0.057786,-0.15807,-0.61185,-0.85138,-1.0552,1.28729,-0.52612,-0.27576,-0.85482,1.44656,-0.55348,0.1714,-0.36507,0.34752,0.36524,-0.46657,-0.2073,0.2963,0.28961,0.37689,578,24,304,189,2,6,53
26099258400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,High,Moderate,-0.092528,-0.537686,0.244448,0.015654,-0.99462,-0.80328,-0.85138,-1.0552,-0.8262,-0.52612,-0.27576,1.03107,-0.9874,0.07532,0.18112,0.52352,0.17015,1.50398,-0.51745,-0.06738,0.08838,0.27314,0.30158,1377,37,870,374,0,5,91
26099258500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Very High,Moderate,0.138859,-0.137742,0.44411,0.11021,0.47241,-0.18307,-0.29463,-0.17234,-2.00183,1.07657,-0.27576,0.27671,-0.9874,0.4738,0.18481,0.37129,0.69116,1.931,-0.3683,0.12903,-0.03043,0.69097,0.12978,418,14,138,240,0,1,25
26099258600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Moderate,Low,-0.215461,-0.431596,0.099172,-0.313958,-0.28249,-1.01942,-0.85138,-1.0552,0.65807,-0.52612,-0.27576,-0.10047,-0.9874,0.21062,0.18481,-0.28097,0.0747,1.39327,-0.958,-0.37261,-0.42468,-0.05,0.2355,1145,43,525,508,8,2,59
26099258700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,Low,-0.307393,-0.55167,-0.204377,-0.166132,-0.23152,-0.8141,-0.85138,-1.0552,-0.18163,-0.52612,-0.27576,-0.47765,-0.9874,-0.20435,0.17863,-0.58966,0.13781,0.23871,-1.13385,0.30848,-0.28262,-0.01795,0.29528,687,19,352,257,4,8,47
26099258800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,Moderate,-0.203117,-0.634716,-0.13885,0.164214,-0.38256,-0.8141,-1.33043,-1.29102,-0.35727,-0.52612,-0.27576,-0.10047,-0.9874,-0.08471,0.17851,-0.20895,0.31542,-0.04597,-1.11471,0.44517,0.93342,0.33272,0.22447,1013,29,162,772,2,9,39
26099258900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Very Low,High,Low,-0.3383,-0.780409,0.165177,-0.399668,-0.65039,-0.85954,-1.33043,-1.29102,-0.83236,-0.52612,-0.27576,-0.47765,1.44656,-0.48452,0.17043,-0.15909,0.09529,-0.07761,-1.09982,-0.53313,-0.29189,-0.35253,0.27903,851,42,343,395,0,8,63
26099260000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Very High,Very High,0.367535,0.223166,0.405977,0.473462,0.10833,0.52951,0.66508,0.58501,0.70256,0.32542,-0.27576,-0.85482,0.83807,-0.26305,0.18445,0.53085,1.00172,0.14382,0.05877,0.87558,0.24773,0.77434,0.41089,659,24,557,26,0,25,27
26099260100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,Very High,0.306356,-0.178894,0.496895,0.601066,-0.78093,0.52951,0.66508,0.58501,-2.00183,0.32542,-0.27576,-0.47765,0.83807,-0.50767,0.18459,0.78728,0.79194,0.88716,0.86537,0.48067,1.02518,0.16264,0.47147,639,20,466,124,0,19,10
26099260200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Very High,Very High,0.427975,0.233819,0.409922,0.640186,-0.10185,0.53934,0.37021,-0.04549,1.15915,0.32542,-0.27576,-0.10047,0.83807,-0.05506,0.18467,-0.38817,0.86633,1.01369,0.21302,0.94606,0.59327,0.93397,0.51461,511,9,457,15,3,13,14
26099260300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.264329,0.258146,0.243967,0.290874,0.17079,0.53934,0.66508,0.58501,1.28729,0.32542,-0.27576,-1.232,0.83807,0.04634,0.18473,-0.47469,0.59901,0.27034,0.19494,0.61978,0.0315,0.17617,0.43198,467,11,395,23,6,18,14
26099260400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,High,Very High,0.329345,0.165878,0.263518,0.55864,0.00691,0.53934,0.20272,-0.04172,0.67058,0.32542,-0.27576,-0.10047,-0.37891,-0.35547,0.18311,0.37957,0.53352,1.21929,0.23002,0.81078,0.65053,0.60206,0.49981,699,22,560,55,9,26,27
26099260600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,Moderate,Very High,0.221544,0.199049,-0.006632,0.472214,0.23455,-0.41858,-0.21469,0.23018,-0.98106,0.32542,2.89422,-0.47765,-0.9874,-0.68161,0.17718,0.52233,0.62774,0.30197,-0.12878,0.55732,0.14393,0.73351,1.05509,580,24,462,44,0,23,27
26099260700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,Moderate,High,0.128636,-0.027367,0.05732,0.355954,-0.00461,-0.48834,0.33768,0.39394,0.34755,0.32542,-0.27576,-0.85482,-0.9874,-0.39104,0.17707,0.34376,0.69395,0.50758,-0.00381,0.16862,-0.07537,0.52656,1.16377,552,10,455,35,3,31,18
26099261000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Low,Very High,Very High,0.24463,-0.304119,0.410142,0.627868,0.13076,-0.48834,0.33768,0.39394,-2.00183,0.32542,-0.27576,-0.85482,0.22958,-0.25276,0.17637,0.632,0.56708,1.10858,0.21839,0.707,0.49964,0.52622,1.18809,618,13,401,113,1,62,28
26099261100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,High,Moderate,0.158065,0.068629,0.307692,0.097876,-0.14901,0.31043,0.03911,-0.17557,-0.17948,0.32542,-0.27576,0.65389,-0.25721,-0.62281,0.18333,0.68953,0.39678,1.45653,0.40203,-0.08143,-0.00684,-0.46133,0.63695,960,22,611,226,4,48,49
26099261200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,High,0.275979,-0.153968,0.566245,0.415658,-0.67133,0.56456,0.03911,-0.17557,-0.9377,0.32542,-0.27576,-0.10047,1.44656,-0.21218,0.18436,-0.07211,0.67339,1.37745,0.29155,0.54076,0.73533,-0.06926,0.57991,638,28,483,84,3,14,26
26099261300,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,High,High,0.086399,-0.279364,0.141783,0.396778,-0.56128,-0.10172,-0.13601,-0.30288,0.05387,-0.05631,-0.27576,-0.85482,-0.9874,-0.33779,0.18419,-0.13811,0.79981,1.33,0.06658,0.20188,0.44402,0.64644,0.62497,530,13,446,28,1,13,29
26099261400,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Low,Very High,Very High,0.199613,-0.315589,0.431937,0.48249,0.34625,0.0023,-0.13601,-0.30288,-2.00183,-0.05631,-0.27576,-0.10047,0.83807,-0.66683,0.18462,0.07448,1.02107,1.14021,0.0978,0.74494,0.68695,0.35787,0.52489,536,16,460,24,0,21,15
26099261500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Low,Low,High,-0.126952,-0.521009,-0.13417,0.274322,-0.60023,0.05977,-0.13601,-0.30288,-2.00183,-0.05631,-0.27576,-0.85482,-0.9874,-0.80482,0.18463,-0.61577,0.4521,0.96624,0.7036,-0.28797,0.30047,0.08755,0.56796,518,15,316,147,3,28,9
26099261600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Low,Very High,0.07828,-0.204885,-0.142872,0.582596,-0.17732,0.16402,-0.13601,-0.30288,0,-0.05631,-0.27576,-0.85482,-0.9874,-0.93398,0.18379,-0.78667,0.89058,0.77645,-0.05506,0.6085,0.82836,0.93397,0.59721,264,2,230,14,0,12,6
26099261700,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Low,High,Very High,0.229573,-0.220854,0.319377,0.590196,-0.50775,-0.10172,-0.13601,-0.30288,0.09125,-0.05631,-0.27576,-0.47765,0.22958,-0.39249,0.1828,-0.28129,0.80021,1.37745,0.6599,0.31975,0.58189,0.72862,0.66082,400,14,220,139,1,19,7
26099261800,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Low,Very High,High,0.095706,-0.401714,0.359748,0.329082,-0.86014,-0.13635,-0.13601,-0.30288,-0.21426,-0.05631,-0.27576,-1.232,0.47298,-0.42197,0.16788,-0.17588,0.81711,1.29837,-0.0179,0.57231,-0.13187,0.57326,0.64961,536,17,437,32,2,36,12
26099261900,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Low,Very High,High,0.204968,-0.227159,0.49091,0.351154,0.25215,-0.47001,-0.68636,-0.39789,-0.43202,0.67027,-0.27576,-0.47765,0.83807,-0.84603,0.16951,0.75337,0.68472,1.34582,0.32444,0.06168,0.24469,0.40222,0.72274,557,32,399,78,2,16,30
26099262000,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,Moderate,Very High,High,0.283017,-0.098738,0.509093,0.438694,-0.42245,0.31043,0.03911,-0.17557,-0.49061,0.32542,-0.27576,-0.10047,0.83807,-0.89744,0.18396,0.76869,0.68894,1.47234,-0.01914,0.52951,0.81676,0.15117,0.71517,650,10,500,62,1,42,35
26099262100,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Moderate,Moderate,High,Low,0.100609,0.112129,0.30951,-0.119812,-0.05777,-0.29493,-0.06753,-0.12574,-0.92182,0.32542,2.89422,-0.85482,0.83807,-0.94954,0.16517,0.48859,-0.22084,1.53561,0.22822,-0.81848,0.24906,-1.18613,0.92827,318,11,210,74,1,6,16
26099262200,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Very High,High,Very High,High,0.422452,0.353825,0.511548,0.401982,-0.49601,-0.15764,0.38534,0.06946,-0.4669,0.32542,2.89422,0.27671,0.47298,-0.39746,0.17981,0.88965,0.81573,1.10858,-0.05711,0.56432,0.65409,-0.25651,1.10512,981,26,763,49,3,102,38
26099262500,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,High,High,High,High,0.251744,0.344371,0.139293,0.271568,-1.13623,-0.53022,-0.68636,-0.39789,1.28729,0.67027,2.89422,0.65389,-0.07466,-0.72312,-0.30761,0.70339,0.50876,0.729,-0.60799,0.42698,0.55999,0.09019,0.88867,1060,35,783,124,8,63,47
26099262600,19820,"Detroit-Warren-Livonia, MI Metropolitan Statistical Area",MI,Low,Very Low,High,High,-0.063488,-0.685268,0.137238,0.357566,-1.19127,-0.3673,-0.68636,-0.39789,-2.00183,0.67027,-0.27576,-1.232,-0.25721,-0.6662,0.11681,-0.03401,0.71362,0.95042,0.43658,0.65412,-0.62692,0.70966,0.61439,404,14,293,55,4,26,12
